  Comments,Ankon,Rizvi,Sourov,FinalTag
ওরা খেটে খাওয়া মানুষ ওদের উপরে এইভাবে অন্যায় করাটা ঠিক না।,Sadness,Sadness,Sadness,Sadness
"এমনভাবে বলছেন, যেন দেশে ডলারের দাম বেড়েছে এটা জনগণের দোষ।",Disgust,Disgust,Disgust,Disgust
আবার দাম বাড়ানোর অজুহাত।,Disgust,Disgust,Disgust,Disgust
দেশে আগামী প্রজন্ম থেকে কিছুই আশা করা যাবে না এইসব তার প্রমাণ।,Sadness,Sadness,Sadness,Sadness
"বৈশ্বিক পরিস্থিতি কঠিন তা সবাই জানে স‍্যার, কিন্তু দেশের এই পরিস্থিতি বদলানোর সর্বোচ্চ চেষ্টা থাকতে হবে আপনাদের , নিত‍্য পণ‍্যের দাম দেশের সাধারণ মানুষের ক্রয় ক্ষমতার ভিতরে আনতে হবে |",Sadness,Sadness,Sadness,Sadness
আর কত অজুহাত দেখাবা।ঘুমাও গিয়ে,Disgust,Disgust,Disgust,Disgust
"আচ্ছা, তাইলে এইবার ডলার চুরি ডাকাতি করেন কারণ দাম যেহেতু বেড়ে গেছে ডলারের",Disgust,Disgust,Disgust,Disgust
"দাম বাড়ালেইতো সুফল পাওয়া যায়, যেমন করে বিগত বছর গুলোতে পেয়ে আসছে..",Disgust,Disgust,Disgust,Disgust
"দুর্নীতি আর লুটপাট করে দায়টা জনগণের উপর চাপিয়ে দেওয়া হচ্ছে,",Disgust,Disgust,Disgust,Disgust
আমরা অভাগা জাতি।আমাদের কোন কিছুইতে সুফল মিলবেনা।,Sadness,Sadness,Sadness,Sadness
দেশ এখন আর কোন সুফল ই পাবেনা। ,Sadness,Sadness,Sadness,Sadness
ডলার সিন্ডিকেট নিয়ন্ত্রণ করুন!,Anger,Anger,Anger,Anger
আমাদের মানসম্মান নষ্ট করে দিলো,Sadness,Sadness,Sadness,Sadness
সহজ করে বলুন ডলার সংকট,Sadness,Sadness,Sadness,Sadness
"ঘটনা যদি সত্য হয়, আগে প্রধান শিক্ষককে বরখাস্ত করা হোক!",Anger,Anger,Anger,Anger
এই দেশে যে জিনিসের দাম একবার বাড়ে তা জীবনেও কমে না সেটা একটা পাগলও জানে।,Disgust,Disgust,Disgust,Disgust
খুব অল্প সময়ে আপনি জাতির ঘৃণ্য ব্যক্তিত্বে পরিণত হয়েছেন।,Disgust,Disgust,Disgust,Disgust
"আপনি একজন অদক্ষ মন্ত্রী বাজার নিয়ন্ত্রণে আনতে পারেনি আজ পর্যন্ত, ব্যবসায়িক আপনার কথা শুনে না আপনার থেকে পদত্যাগ করেন ",Anger,Anger,Anger,Anger
প্রতিবন্ধীদের সুস্থ জীবনে ফিরিয়ে আনা আমাদের সকলের দায়িত্ব,Happiness,Happiness,Happiness,Happiness
দয়া করে অপরিমানে ঋণ করবেন নাতো। টাকার মান বাড়ানোর ব্যাবস্থা নিন।,Anger,Anger,Anger,Anger
আবোল তাবোল বকে দেশের বারোটা বাজিয়ে সাধারণ জনগণের জীবনযাপন কে দুর্বিসহ করে তুলেছেন আপনারা ।,Disgust,Disgust,Disgust,Disgust
সাড়া দেশে সুফলের বাগান করে রেখেছে সরকার।,Happiness,Happiness,Happiness,Happiness
আমাদের আরো সতর্ক হওয়া জরুরি।,Fear,Fear,Fear,Fear
ডলার গেল কোথায় যে দাম বেড়ে যাচ্ছে?,Disgust,Disgust,Disgust,Disgust
সহজ করে বলুন ডলার সংকট,Disgust,Disgust,Disgust,Disgust
ভয় পাইছে কি আর করা,Disgust,Disgust,Disgust,Disgust
ওটা তোমরা জিতলেও ২ নাম্বােরই থাকবা,Disgust,Disgust,Disgust,Disgust
"সেপ্টেম্বরে ম্যাচটি না খেলা নিয়ে ফিফা ও এএফএর ঐকমত্যে পৌঁছানোর প্রস্তাব মেনে নেবে সিবিএফ।’ এদনালদো রদ্রিগেজ বলেছেন, ‘কোচিং স্টাফের অবস্থান বুঝে আমরা ফিফাকে ম্যাচটি বাতিল করার অনুরোধ করব। কাতারে ষষ্ঠ বিশ্বকাপ জয়কেই প্রাধান্য দিচ্ছি আমরা।’",Happiness,Happiness,Happiness,Happiness
"খেলার জন্য দুই দলের সমর্থকদের উচিত, ব্রাজিল-আর্জেনটিনার প্লেয়ারদেরকে কানমলা দিয়ে মাঠে পাঠানো।",Disgust,Disgust,Disgust,Disgust
বিশ্বকাপের আগে চোট ও নিষেধাজ্ঞার শঙ্কায় ম্যাচটি খেলতে আগ্রহী নন। ***এ ছাড়া আর্জেন্টিনা ফুটবল অ্যাসোসিয়েশনও (এএফএ) ম্যাচটি খেলতে চায় না।***,Happiness,Happiness,Happiness,Happiness
"দরকার নাই,,এত্ত নাটক ভালো লাগে না",Disgust,Disgust,Disgust,Disgust
প্রথম আলোর সাংবাদিক কে একটা বিলাট পুরস্কার দেওয়া হক,Happiness,Happiness,Happiness,Happiness
"খেলতে চায় না আর্জেন্টিনা, আর ব্রাজিল শুধু তাদের সমর্থন দিয়েছে।",Happiness,Happiness,Happiness,Happiness
ভয় ও বিশ্বকাপের আগে লজ্জা এড়ানোর জন্য এমন সিদ্ধান্ত নিয়েছে দলটি!এতে ব্রাজিলের সমর্থকদের হতাশা ছাড়া কিছুই করার নেই।,Sadness,Sadness,Sadness,Sadness
ব্রাজিল খেলতে রাজি হবে এই শর্তে ৭ টার উপরে গোল দিলে হবো না!!,Disgust,Disgust,Disgust,Disgust
অথচ না খেলার জন্য আর্জেন্টিনা কোর্টে পর্যন্ত গিয়েছিলো,Surprise,Surprise,Surprise,Surprise
এর পরও কিছু ব্রাজিল সমর্থক বলবে আর্জেন্টিনা ভয় পেয়ে ব্রাজিলের সাথে খেলছে না।,Disgust,Disgust,Disgust,Disgust
"আজিবন শুনলাম আরজেন্টিনা খেলতে চায়না,এখন ব্রাজিল,, সাইন্স বুঝা অনেক কস্টের",Surprise,Surprise,Surprise,Surprise
কি জানি কাকু। আসলে কে খেলতে চাইছে আর কে চাইছেনা এটাই বুঝতে পারছি না,Disgust,Disgust,Disgust,Disgust
